stock,Bearish,Neutral,Bullish,Total_Compound,date,assetType,assetMainType,cusip,assetSubType,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed,realtimeEntitled,high52,low52,dividendAmount,dividendYield,dividendDate,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg
GOOG,0.208,0.644,0.149,0.154,2022-08-01,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,112.01,300,P,112.22,100,P,112.09,0,P,0.0,0.0,0.0, ,113.6,-1.51,23609,1659000163185.0,1658999934866.0,112.22,q,NASD,True,True,0.0193,4,152.1,102.208,0.0,18.8,0.0,0.0,,Normal,113.6,39979,0.0,1658952000830.0,-1.3292,-1.38,-1.2148,0.0,True,False,152.1,102.208,0.0,0.0, ,0.407826,5.44742,5.12605,15.7455,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1385746.0,13.57264,0.0,0.0,0.0,0.0, ,1.08451,40704930.0,22803027.0,821479820.0
META,0.057,0.786,0.157,-0.052,2022-08-01,EQUITY,EQUITY,30303M102,,META,"Meta Platforms, Inc. - Class A Common Stock",159.25,100,Q,159.45,100,Q,159.42,0,Q,0.0,0.0,0.0, ,169.58,-10.16,131478,1659000147797.0,1659000149764.0,159.45,q,NASD,True,False,0.0356,4,384.33,154.25,0.0,11.89,0.0,0.0,,Normal,169.58,19425,0.0,1658952000676.0,-5.9913,-10.13,-5.9736,0.0,True,False,384.33,154.25,0.0,0.0, ,0.912034,3.50515,3.59928,9.46764,80.34279,78.48287,31.20185,26.7486,36.68461,30.54321,29.06982,22.78507,25.40536,0.0,2.81063,0.0,0.48856,0.42523,0.49096,13.21382,13.20588,0.0,0.0,0.0,26.76483,0.0,2293518778.0,2280.984,430711.4,17.35462,0.0,0.0,0.0,0.0, ,1.38767,26236990.0,26236988.0,671831260.0
AAPL,0.074,0.791,0.135,0.349,2022-08-01,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,155.33,200,P,155.46,400,Q,155.37,0,Q,0.0,0.0,0.0, ,156.79,-1.42,69131,1659000162416.0,1659000163196.0,155.46,q,NASD,True,True,0.0094,4,182.94,129.04,0.0,24.6419,0.92,0.59,2022-05-06 00:00:00.000,Normal,156.79,99955,0.0,1658952000749.0,-0.9057,-1.33,-0.8483,0.0,True,False,182.94,129.04,0.92,0.61,2022-05-06 00:00:00.000,0.647623,36.45555,6.35639,21.67748,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2453674.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20437,69533760.0,69533756.0,1895314790.0
ROKU,0.0,0.495,0.505,0.954,2022-08-01,EQUITY,EQUITY,77543R102,,ROKU,"Roku, Inc. - Class A Common Stock",84.66,300,P,85.99,500,P,84.95,200,Q,0.0,0.0,0.0, ,86.92,-1.97,0,1658999848847.0,1658999404498.0,85.99,q,NASD,True,True,0.0,4,490.7613,72.63,0.0,76.07,0.0,0.0,,Normal,86.92,1596,0.0,1658952001409.0,-2.2665,-0.93,-1.0699,0.0,True,False,490.7613,72.63,0.0,0.0, ,4.189615,3.86041,3.714,58.89756,49.47286,49.72162,4.78038,0.0,4.6443,0.0,5.32053,3.62442,4.48754,3.54189,3.62706,0.0,3.05492,0.0,3.15118,0.97427,19.56727,0.0,0.0,0.0,43.91637,0.0,119847820.0,119.4705,10860.12,151.2962,0.0,0.0,0.0,0.0, ,1.90991,7829510.0,7829514.0,168192510.0
MSTR,0.0,0.495,0.505,0.954,2022-08-01,EQUITY,EQUITY,594972408,,MSTR,MicroStrategy Incorporated - Class A Common Stock,248.68,100,Q,270.0,100,K,262.3,0,Q,0.0,0.0,0.0, ,262.4,-0.1,230,1658999803924.0,1658999867629.0,262.4,q,NASD,True,True,0.0,4,891.3799,134.09,0.0,0.0,0.0,0.0,,Normal,262.4,97,0.0,1658952000512.0,-0.0381,0.0,0.0,0.0,True,False,891.3799,134.09,0.0,0.0, ,0.0,3.11108,5.29393,0.0,81.26009,78.4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81013,0.01187,73.23921,273.6811,273.6811,0.0,0.0,0.0,0.0,0.0,3.03202,0.0,9333523.0,9.32607,2684.749,12.42849,0.0,0.0,0.0,0.0, ,1.99621,825150.0,825147.0,21782170.0
QCOM,0.239,0.761,0.0,-0.66,2022-08-01,EQUITY,EQUITY,747525103,,QCOM,QUALCOMM Incorporated - Common Stock,146.55,2200,Q,147.48,400,Q,147.1,0,P,0.0,0.0,0.0, ,153.42,-6.32,11871,1659000167001.0,1659000115840.0,147.48,q,NASD,True,True,0.1148,4,193.58,118.225,0.0,15.3527,3.0,1.96,2022-08-31 00:00:00.000,Normal,153.42,15735,0.0,1658952001237.0,-4.1194,-5.94,-3.8717,0.0,True,False,193.58,118.225,3.0,2.0,2022-08-31 00:00:00.000,0.384198,12.62503,4.27776,13.09884,58.50758,58.36618,28.41717,26.2809,32.55316,34.37836,107.5366,27.39168,37.84425,1.26973,1.60884,9.29639,54.05405,91.4991,117.6471,9.76829,39.96048,68.12208,0.0,0.0,33.51355,4.28772,1120000000.0,1118.617,167966.4,0.0,0.0,0.0,0.0,0.75,2022-09-22 00:00:00.000,1.2509,8199110.0,8199110.0,207591430.0
NFLX,0.08,0.883,0.037,-0.509,2022-08-01,EQUITY,EQUITY,64110L106,,NFLX,"Netflix, Inc. - Common Stock",223.4,100,Q,223.87,100,P,223.79,0,P,0.0,0.0,0.0, ,226.75,-2.96,5365,1659000105221.0,1659000115837.0,223.87,q,NASD,True,True,0.068,4,700.9894,162.71,0.0,18.62,0.0,0.0,,Normal,226.75,7311,0.0,1658952000734.0,-1.3054,-2.88,-1.2701,0.0,True,False,700.9894,162.71,0.0,0.0, ,1.535085,4.98674,3.06558,5.20828,40.63418,41.1459,15.5979,18.07937,19.13245,19.80245,29.38772,11.08573,13.44687,0.0,1.04543,0.0,42.73075,74.61377,74.61377,10.68644,13.03964,7.67288,0.0,0.0,12.49062,1.30118,444273850.0,438.0776,95126.98,41.78051,0.0,0.0,0.0,0.0, ,1.29673,19819420.0,19819417.0,248605870.0
TLRY,0.092,0.655,0.253,0.92,2022-08-01,EQUITY,EQUITY,88688T100,,TLRY,"Tilray Brands, Inc. - Class 2 Common Stock",3.36,5500,Q,3.4,500,Q,3.37,0,K,0.0,0.0,0.0, ,3.26,0.11,11783,1658999879525.0,1658999904140.0,3.36,q,NASD,True,True,0.2095,4,16.67,3.0,0.0,8.83,0.0,0.0,,Normal,3.26,2012,0.0,1658952000869.0,3.3742,0.1,3.0675,0.0,True,False,16.67,3.0,0.0,0.0, ,0.0,0.35116,0.0,0.0,0.0,26.22555,0.0,34.55235,0.0,0.0,0.0,0.0,0.0,1.49594,2.46359,0.0,13.21841,13.4483,15.34299,0.0,0.0,104.3949,0.0,0.0,0.0,0.0,497708464.0,392.8502,1508.01,0.0,0.0,0.0,0.0,0.0, ,2.59436,37353920.0,37353915.0,509261880.0
AMZN,0.129,0.718,0.153,0.128,2022-08-01,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",119.47,200,K,119.65,100,P,119.55,0,Q,0.0,0.0,0.0, ,120.97,-1.42,34327,1659000156912.0,1659000156910.0,119.65,q,NASD,True,True,0.0262,4,188.1073,101.26,0.0,54.27,0.0,0.0,,Normal,120.97,56757,0.0,1658952000776.0,-1.1738,-1.32,-1.0912,0.0,True,False,188.1073,101.26,0.0,0.0, ,0.0,8.72207,2.44506,20.43211,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1168124.0,46.36798,0.0,0.0,0.0,0.0, ,1.25263,61720860.0,61720856.0,1844351080.0
GOOG,0.208,0.644,0.149,0.154,2022-08-01,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,112.12,1700,Q,112.27,300,Q,112.18,0,P,0.0,0.0,0.0, ,113.6,-1.42,23687,1659000587146.0,1659000516579.0,112.27,q,NASD,True,True,0.0294,4,152.1,102.208,0.0,18.8,0.0,0.0,,Normal,113.6,39979,0.0,1658952000830.0,-1.25,-1.33,-1.1708,0.0,True,False,152.1,102.208,0.0,0.0, ,0.407826,5.44742,5.12605,15.7455,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1385746.0,13.57264,0.0,0.0,0.0,0.0, ,1.08451,40704930.0,22803027.0,821479820.0
META,0.057,0.786,0.157,-0.052,2022-08-01,EQUITY,EQUITY,30303M102,,META,"Meta Platforms, Inc. - Class A Common Stock",159.62,100,Q,159.89,100,Q,159.71,0,P,0.0,0.0,0.0, ,169.58,-9.87,142002,1659000649500.0,1659000649501.0,159.89,q,NASD,True,False,0.0377,4,384.33,154.25,0.0,11.89,0.0,0.0,,Normal,169.58,19425,0.0,1658952000676.0,-5.8203,-9.69,-5.7141,0.0,True,False,384.33,154.25,0.0,0.0, ,0.912034,3.50515,3.59928,9.46764,80.34279,78.48287,31.20185,26.7486,36.68461,30.54321,29.06982,22.78507,25.40536,0.0,2.81063,0.0,0.48856,0.42523,0.49096,13.21382,13.20588,0.0,0.0,0.0,26.76483,0.0,2293518778.0,2280.984,430711.4,17.35462,0.0,0.0,0.0,0.0, ,1.38767,26236990.0,26236988.0,671831260.0
AAPL,0.074,0.791,0.135,0.349,2022-08-01,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,155.2,600,Q,155.41,100,P,155.3,0,P,0.0,0.0,0.0, ,156.79,-1.49,73100,1659000646190.0,1659000649609.0,155.41,q,NASD,True,True,0.0126,4,182.94,129.04,0.0,24.6419,0.92,0.59,2022-05-06 00:00:00.000,Normal,156.79,99955,0.0,1658952000749.0,-0.9503,-1.38,-0.8802,0.0,True,False,182.94,129.04,0.92,0.61,2022-05-06 00:00:00.000,0.647623,36.45555,6.35639,21.67748,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2453674.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20437,69533760.0,69533756.0,1895314790.0
ROKU,0.0,0.495,0.505,0.954,2022-08-01,EQUITY,EQUITY,77543R102,,ROKU,"Roku, Inc. - Class A Common Stock",84.66,200,P,85.99,500,P,84.67,200,P,0.0,0.0,0.0, ,86.92,-2.25,2429,1659000537445.0,1659000537441.0,85.99,q,NASD,True,True,0.0594,4,490.7613,72.63,0.0,76.07,0.0,0.0,,Normal,86.92,1596,0.0,1658952001409.0,-2.5886,-0.93,-1.0699,0.0,True,False,490.7613,72.63,0.0,0.0, ,4.189615,3.86041,3.714,58.89756,49.47286,49.72162,4.78038,0.0,4.6443,0.0,5.32053,3.62442,4.48754,3.54189,3.62706,0.0,3.05492,0.0,3.15118,0.97427,19.56727,0.0,0.0,0.0,43.91637,0.0,119847820.0,119.4705,10860.12,151.2962,0.0,0.0,0.0,0.0, ,1.90991,7829510.0,7829514.0,168192510.0
MSTR,0.0,0.495,0.505,0.954,2022-08-01,EQUITY,EQUITY,594972408,,MSTR,MicroStrategy Incorporated - Class A Common Stock,248.68,100,Q,270.0,100,K,262.3,0,Q,0.0,0.0,0.0, ,262.4,-0.1,230,1658999803924.0,1658999867629.0,262.4,q,NASD,True,True,0.0,4,891.3799,134.09,0.0,0.0,0.0,0.0,,Normal,262.4,97,0.0,1658952000512.0,-0.0381,0.0,0.0,0.0,True,False,891.3799,134.09,0.0,0.0, ,0.0,3.11108,5.29393,0.0,81.26009,78.4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81013,0.01187,73.23921,273.6811,273.6811,0.0,0.0,0.0,0.0,0.0,3.03202,0.0,9333523.0,9.32607,2684.749,12.42849,0.0,0.0,0.0,0.0, ,1.99621,825150.0,825147.0,21782170.0
QCOM,0.239,0.761,0.0,-0.66,2022-08-01,EQUITY,EQUITY,747525103,,QCOM,QUALCOMM Incorporated - Common Stock,146.59,200,Q,147.37,200,Q,146.87,0,Q,0.0,0.0,0.0, ,153.42,-6.55,11911,1659000647480.0,1659000619229.0,147.37,q,NASD,True,True,0.112,4,193.58,118.225,0.0,15.3527,3.0,1.96,2022-08-31 00:00:00.000,Normal,153.42,15735,0.0,1658952001237.0,-4.2693,-6.05,-3.9434,0.0,True,False,193.58,118.225,3.0,2.0,2022-08-31 00:00:00.000,0.384198,12.62503,4.27776,13.09884,58.50758,58.36618,28.41717,26.2809,32.55316,34.37836,107.5366,27.39168,37.84425,1.26973,1.60884,9.29639,54.05405,91.4991,117.6471,9.76829,39.96048,68.12208,0.0,0.0,33.51355,4.28772,1120000000.0,1118.617,167966.4,0.0,0.0,0.0,0.0,0.75,2022-09-22 00:00:00.000,1.2509,8199110.0,8199110.0,207591430.0
NFLX,0.08,0.883,0.037,-0.509,2022-08-01,EQUITY,EQUITY,64110L106,,NFLX,"Netflix, Inc. - Common Stock",223.4,100,K,223.9,100,Q,223.5,0,P,0.0,0.0,0.0, ,226.75,-3.25,5415,1659000649584.0,1659000535242.0,223.9,q,NASD,True,True,0.0709,4,700.9894,162.71,0.0,18.62,0.0,0.0,,Normal,226.75,7311,0.0,1658952000734.0,-1.4333,-2.85,-1.2569,0.0,True,False,700.9894,162.71,0.0,0.0, ,1.535085,4.98674,3.06558,5.20828,40.63418,41.1459,15.5979,18.07937,19.13245,19.80245,29.38772,11.08573,13.44687,0.0,1.04543,0.0,42.73075,74.61377,74.61377,10.68644,13.03964,7.67288,0.0,0.0,12.49062,1.30118,444273850.0,438.0776,95126.98,41.78051,0.0,0.0,0.0,0.0, ,1.29673,19819420.0,19819417.0,248605870.0
TLRY,0.092,0.655,0.253,0.92,2022-08-01,EQUITY,EQUITY,88688T100,,TLRY,"Tilray Brands, Inc. - Class 2 Common Stock",3.36,5500,Q,3.4,400,Q,3.4,0,Q,0.0,0.0,0.0, ,3.26,0.14,11784,1659000200628.0,1659000200628.0,3.36,q,NASD,True,True,0.6153,4,16.67,3.0,0.0,8.83,0.0,0.0,,Normal,3.26,2012,0.0,1658952000869.0,4.2945,0.1,3.0675,0.0,True,False,16.67,3.0,0.0,0.0, ,0.0,0.35116,0.0,0.0,0.0,26.22555,0.0,34.55235,0.0,0.0,0.0,0.0,0.0,1.49594,2.46359,0.0,13.21841,13.4483,15.34299,0.0,0.0,104.3949,0.0,0.0,0.0,0.0,497708464.0,392.8502,1508.01,0.0,0.0,0.0,0.0,0.0, ,2.59436,37353920.0,37353915.0,509261880.0
AMZN,0.129,0.718,0.153,0.128,2022-08-01,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",119.47,200,K,119.7,300,Q,119.62,0,P,0.0,0.0,0.0, ,120.97,-1.35,35189,1659000651327.0,1659000647318.0,119.7,q,NASD,True,True,0.0319,4,188.1073,101.26,0.0,54.27,0.0,0.0,,Normal,120.97,56757,0.0,1658952000776.0,-1.116,-1.27,-1.0498,0.0,True,False,188.1073,101.26,0.0,0.0, ,0.0,8.72207,2.44506,20.43211,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1168124.0,46.36798,0.0,0.0,0.0,0.0, ,1.25263,61720860.0,61720856.0,1844351080.0
MSFT,0.5,0.5,0.0,-0.718,2022-08-01,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,266.16,1500,Q,266.36,100,Q,266.16,0,Q,0.0,0.0,0.0, ,268.74,-2.58,20343,1659000647772.0,1659000652472.0,266.36,q,NASD,True,True,0.0285,4,349.67,241.51,0.0,26.281,2.48,0.92,2022-08-17 00:00:00.000,Normal,268.74,45717,0.0,1658952001486.0,-0.96,-2.38,-0.8856,0.0,True,False,349.67,241.51,2.48,0.98,2022-08-17 00:00:00.000,0.863251,11.56961,9.78395,21.83526,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1883969.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.9178,25784010.0,25784009.0,640660570.0
GOOG,0.208,0.644,0.149,0.154,2022-08-01,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,112.12,2000,Q,112.4,400,Q,112.33,0,Q,0.0,0.0,0.0, ,113.6,-1.27,24689,1659001302289.0,1659001286320.0,112.4,q,NASD,True,True,0.0372,4,152.1,102.208,0.0,18.8,0.0,0.0,,Normal,113.6,39979,0.0,1658952000830.0,-1.118,-1.2,-1.0563,0.0,True,False,152.1,102.208,0.0,0.0, ,0.407826,5.44742,5.12605,15.7455,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1385746.0,13.57264,0.0,0.0,0.0,0.0, ,1.08451,40704930.0,22803027.0,821479820.0
META,0.057,0.786,0.157,-0.052,2022-08-01,EQUITY,EQUITY,30303M102,,META,"Meta Platforms, Inc. - Class A Common Stock",159.37,100,Q,159.6,200,Q,159.59,0,Q,0.0,0.0,0.0, ,169.58,-9.99,153971,1659001278348.0,1659001304016.0,159.6,q,NASD,True,False,0.0324,4,384.33,154.25,0.0,11.89,0.0,0.0,,Normal,169.58,19425,0.0,1658952000676.0,-5.891,-9.98,-5.8851,0.0,True,False,384.33,154.25,0.0,0.0, ,0.912034,3.50515,3.59928,9.46764,80.34279,78.48287,31.20185,26.7486,36.68461,30.54321,29.06982,22.78507,25.40536,0.0,2.81063,0.0,0.48856,0.42523,0.49096,13.21382,13.20588,0.0,0.0,0.0,26.76483,0.0,2293518778.0,2280.984,430711.4,17.35462,0.0,0.0,0.0,0.0, ,1.38767,26236990.0,26236988.0,671831260.0
AAPL,0.074,0.791,0.135,0.349,2022-08-01,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,155.53,100,P,155.6,400,Q,155.61,0,Q,0.0,0.0,0.0, ,156.79,-1.18,81963,1659001305176.0,1659001290435.0,155.6,q,NASD,True,True,0.0135,4,182.94,129.04,0.0,24.6419,0.92,0.59,2022-05-06 00:00:00.000,Normal,156.79,99955,0.0,1658952000749.0,-0.7526,-1.19,-0.759,0.0,True,False,182.94,129.04,0.92,0.61,2022-05-06 00:00:00.000,0.647623,36.45555,6.35639,21.67748,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2453674.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20437,69533760.0,69533756.0,1895314790.0
ROKU,0.0,0.495,0.505,0.954,2022-08-01,EQUITY,EQUITY,77543R102,,ROKU,"Roku, Inc. - Class A Common Stock",84.66,200,P,84.94,100,Q,84.83,0,P,0.0,0.0,0.0, ,86.92,-2.09,2696,1659001231574.0,1659001231574.0,84.94,q,NASD,True,True,0.1195,4,490.7613,72.63,0.0,76.07,0.0,0.0,,Normal,86.92,1596,0.0,1658952001409.0,-2.4045,-1.98,-2.278,0.0,True,False,490.7613,72.63,0.0,0.0, ,4.189615,3.86041,3.714,58.89756,49.47286,49.72162,4.78038,0.0,4.6443,0.0,5.32053,3.62442,4.48754,3.54189,3.62706,0.0,3.05492,0.0,3.15118,0.97427,19.56727,0.0,0.0,0.0,43.91637,0.0,119847820.0,119.4705,10860.12,151.2962,0.0,0.0,0.0,0.0, ,1.90991,7829510.0,7829514.0,168192510.0
MSTR,0.0,0.495,0.505,0.954,2022-08-01,EQUITY,EQUITY,594972408,,MSTR,MicroStrategy Incorporated - Class A Common Stock,248.68,100,Q,270.0,100,K,261.82,0,Q,0.0,0.0,0.0, ,262.4,-0.58,240,1658999803924.0,1659001152635.0,262.4,q,NASD,True,True,0.0,4,891.3799,134.09,0.0,0.0,0.0,0.0,,Normal,262.4,97,0.0,1658952000512.0,-0.221,0.0,0.0,0.0,True,False,891.3799,134.09,0.0,0.0, ,0.0,3.11108,5.29393,0.0,81.26009,78.4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81013,0.01187,73.23921,273.6811,273.6811,0.0,0.0,0.0,0.0,0.0,3.03202,0.0,9333523.0,9.32607,2684.749,12.42849,0.0,0.0,0.0,0.0, ,1.99621,825150.0,825147.0,21782170.0
QCOM,0.239,0.761,0.0,-0.66,2022-08-01,EQUITY,EQUITY,747525103,,QCOM,QUALCOMM Incorporated - Common Stock,147.0,700,K,147.5,800,K,147.35,0,Q,0.0,0.0,0.0, ,153.42,-6.07,11948,1659001204931.0,1659001087215.0,147.5,q,NASD,True,True,0.1284,4,193.58,118.225,0.0,15.3527,3.0,1.96,2022-08-31 00:00:00.000,Normal,153.42,15735,0.0,1658952001237.0,-3.9565,-5.92,-3.8587,0.0,True,False,193.58,118.225,3.0,2.0,2022-08-31 00:00:00.000,0.384198,12.62503,4.27776,13.09884,58.50758,58.36618,28.41717,26.2809,32.55316,34.37836,107.5366,27.39168,37.84425,1.26973,1.60884,9.29639,54.05405,91.4991,117.6471,9.76829,39.96048,68.12208,0.0,0.0,33.51355,4.28772,1120000000.0,1118.617,167966.4,0.0,0.0,0.0,0.0,0.75,2022-09-22 00:00:00.000,1.2509,8199110.0,8199110.0,207591430.0
NFLX,0.08,0.883,0.037,-0.509,2022-08-01,EQUITY,EQUITY,64110L106,,NFLX,"Netflix, Inc. - Common Stock",223.4,100,K,224.1,100,P,223.81,0,Q,0.0,0.0,0.0, ,226.75,-2.94,5816,1659001293425.0,1659001293424.0,224.1,q,NASD,True,True,0.058,4,700.9894,162.71,0.0,18.62,0.0,0.0,,Normal,226.75,7311,0.0,1658952000734.0,-1.2966,-2.65,-1.1687,0.0,True,False,700.9894,162.71,0.0,0.0, ,1.535085,4.98674,3.06558,5.20828,40.63418,41.1459,15.5979,18.07937,19.13245,19.80245,29.38772,11.08573,13.44687,0.0,1.04543,0.0,42.73075,74.61377,74.61377,10.68644,13.03964,7.67288,0.0,0.0,12.49062,1.30118,444273850.0,438.0776,95126.98,41.78051,0.0,0.0,0.0,0.0, ,1.29673,19819420.0,19819417.0,248605870.0
TLRY,0.092,0.655,0.253,0.92,2022-08-01,EQUITY,EQUITY,88688T100,,TLRY,"Tilray Brands, Inc. - Class 2 Common Stock",3.4,300,Q,3.41,1000,Q,3.4,100,P,0.0,0.0,0.0, ,3.26,0.14,13909,1659001274688.0,1659001274680.0,3.4,q,NASD,True,True,0.2827,4,16.67,3.0,0.0,8.83,0.0,0.0,,Normal,3.26,2012,0.0,1658952000869.0,4.2945,0.14,4.2945,0.0,True,False,16.67,3.0,0.0,0.0, ,0.0,0.35116,0.0,0.0,0.0,26.22555,0.0,34.55235,0.0,0.0,0.0,0.0,0.0,1.49594,2.46359,0.0,13.21841,13.4483,15.34299,0.0,0.0,104.3949,0.0,0.0,0.0,0.0,497708464.0,392.8502,1508.01,0.0,0.0,0.0,0.0,0.0, ,2.59436,37353920.0,37353915.0,509261880.0
AMZN,0.129,0.718,0.153,0.128,2022-08-01,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",119.47,100,K,119.81,300,Q,119.62,0,Q,0.0,0.0,0.0, ,120.97,-1.35,37562,1659001226574.0,1659001226573.0,119.81,q,NASD,True,True,0.0332,4,188.1073,101.26,0.0,54.27,0.0,0.0,,Normal,120.97,56757,0.0,1658952000776.0,-1.116,-1.16,-0.9589,0.0,True,False,188.1073,101.26,0.0,0.0, ,0.0,8.72207,2.44506,20.43211,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1168124.0,46.36798,0.0,0.0,0.0,0.0, ,1.25263,61720860.0,61720856.0,1844351080.0
MSFT,0.5,0.5,0.0,-0.718,2022-08-01,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,266.16,1500,Q,266.55,100,Q,266.34,0,P,0.0,0.0,0.0, ,268.74,-2.4,21679,1659001260610.0,1659001260609.0,266.55,q,NASD,True,True,0.0267,4,349.67,241.51,0.0,26.281,2.48,0.92,2022-08-17 00:00:00.000,Normal,268.74,45717,0.0,1658952001486.0,-0.8931,-2.19,-0.8149,0.0,True,False,349.67,241.51,2.48,0.98,2022-08-17 00:00:00.000,0.863251,11.56961,9.78395,21.83526,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1883969.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.9178,25784010.0,25784009.0,640660570.0
